SBD,Toan,Van,Ly,Hoa,Sinh,KHTN,Su,Dia,GDCD,KHXH,Anh
52012140,6.8,3.75,6.5,4,6.5,,,,,,7.2
52012141,7.2,5,6,6.75,5.5,,,,,,4
52012142,8.6,5,8.75,8,6.5,,,,,,7.4
52012143,5.6,5,6,4,4.25,,,,,,8.2
52012144,5.2,4.25,,,,,4,6,,,
52012145,7.4,7.5,6.75,6.75,5.25,,,,,,5.8
52012146,4.2,3,,,,,3.25,6.5,8.5,,3
52012147,4.6,4,5.5,4.5,5,,,,,,6.8
52012148,6,4,,,,,2.75,6.25,8,,2.2
52012149,6,6.5,4.25,4.75,4.5,,,,,,2.8
52012150,8.4,4.25,4.5,6,6.25,,,,,,4.6
52012151,4.8,3.5,,,,,5.25,6.5,,,
52012152,7,6.25,7.25,6.75,6.25,,,,,,6.8
52012153,7.6,5.75,6.75,7.75,5.75,,,,,,8.4
52012154,6.6,3,,,,,3.5,6.75,,,
52012155,8.4,4,7.75,8.5,6.25,,,,,,8.6
52012156,6.8,6.5,4.75,5,5,,,,,,4.8
52012157,7,6.5,4.75,4.25,4.5,,,,,,4.8
52012158,5.4,6.25,4.75,4.25,4,,,,,,5.4
52012159,3,3.5,,,,,3.25,7,8.5,,3.4
52012160,7.2,5.75,5.75,6.75,5.25,,,,,,4.2
52012161,6.4,6.25,4.5,5.25,5.25,,,,,,5
52012162,2.6,2.5,,,,,2.5,5.75,,,
52012163,5.6,5.25,,,,,6.5,8,,,
52012164,7.4,6.5,,,,,5.75,8,9.25,,9.2
52012165,5.8,6,,,,,6,6.75,9.25,,4.4
52012166,3.4,3,,,,,2.75,5,,,
52012167,5.2,2.75,,,,,3.5,6,6.5,,3
52012168,6.8,5,4.25,4.25,3,,,,,,4
52012169,4,3,,,,,3,6.75,,,
52012170,6.8,6.5,4.5,3.25,5.75,,,,,,4.4
52012171,7,5.5,5.75,6.25,6,,,,,,2.2
52012172,4,4.75,,,,,1.75,6.25,8,,4.6
52012173,6.8,5.75,5.5,5.5,4.25,,,,,,5.2
52012174,2.6,3.75,,,,,3,6.75,,,
52012175,3.4,6.25,,,,,2,6.75,9.25,,4
52012176,3.8,5.5,,,,,5,7,7.75,,4.4
52012177,6.8,5.5,5.75,4.75,5,,,,,,4
52012179,5.2,6.5,4.75,4.5,5,,,,,,8.4
52012180,6.6,5.5,,,,,5.25,7.75,,,
52012181,4,3,,,,,6.75,7,,,
52012182,3.6,4.5,,,,,3.5,5.5,,,
52012183,3,2,,,,,3.75,4.5,,,
52012184,7,8,7,6.75,6,,,,,,7.8
52012185,5.6,5.5,6.75,6.75,4,,,,,,5.4
52012186,6.4,6,,,,,5.75,7.75,8.5,,3.2
52012187,6.4,7.5,5,4.25,5.25,,,,,,4.8
52012188,4.4,4,,,,,3.75,6,6.75,,1.8
52012189,4,2.5,,,,,2.5,6.25,,,
52012190,5.4,3.5,,,,,2.25,6,,,
52012191,6.6,6.25,4.75,6.5,4.5,,,,,,6
52012192,5.4,3,,,,,4.25,6.25,,,
52012193,6.2,6.5,4.75,4.75,5.25,,,,,,5.6
52012194,4.4,6.75,3,4,5,,,,,,4.6
52012195,6.2,7.25,,,,,3.5,7,9.5,,5.8
52012196,2.6,2,,,,,3.5,3.75,,,
52012197,7.6,5.5,6.5,8,5,,,,,,5.8
52012198,6.4,6.75,,,,,5,8.5,9.75,,5.8
52012199,4.8,4.75,,,,,4,7,7.5,,3.6
52012200,6.2,4.5,,,,,5,7.5,8.5,,3.4
52012201,6,6.5,5.5,5.25,4.25,,,,,,4.4
52012202,4.8,6.75,3.75,3.75,3.5,,,,,,2.8
52012203,5.8,6.75,5.25,7,5.75,,,,,,5
52012204,7.4,6.25,6.25,6.25,7,,,,,,7.2
52012205,6,5.75,3.75,4.75,4.5,,,,,,3.6
52012206,4.6,5.5,,,,,3.5,6.75,8,,3
52012207,6,6.25,5.75,3.75,3.75,,,,,,4.2
52012208,8,6,7.25,7.75,5,,,,,,6
52012209,6.8,5.25,,,,,7.5,7.5,8,,4.4
52012210,6,5.5,,,,,6.25,7.25,9.5,,8.2
52012211,6.8,6.5,6.75,6.75,6.25,,,,,,3.6
52012212,5,5,3.75,4,4.25,,,,,,2.8
52012213,6.2,5.75,,,,,5.25,6.75,8.75,,2.8
52012214,6.8,6,5.5,5,5.25,,,,,,5.6
52012215,5,5.75,4.5,5,4.25,,,,,,4.2
52012216,8.8,7.25,7.25,7.5,6.25,,,,,,8
52012217,4.8,2.75,,,,,2.75,5.5,,,
52012218,7.4,6.5,5,6.75,6,,,,,,5.2
52012219,4,4.75,,,,,3,5.25,,,
52012220,6.2,5.25,,,,,3,6.25,,,
52012221,7.6,5.75,4.25,6.75,4.75,,,,,,6.2
52012222,4.4,6,,,,,6.25,7.5,8.5,,2.8
52012223,5.2,6,,,,,4.25,7,9.5,,4
52012224,6.2,7,,,,,5.5,8,9.75,,8.8
52012225,8.8,5.5,7,8.25,7.25,,,,,,6.8
52012226,5.2,6,5.75,4,6.5,,,,,,8
52012227,4.8,6.5,5,6.25,5.25,,,,,,5.8
52012228,4.6,3.5,,,,,3,5.5,,,
52012229,4.8,3.5,,,,,3.5,5,,,
52012230,6.6,6.5,,,,,3.25,6.75,10,,3.6
52012231,5.8,6,,,,,5.5,7.5,8,,7.2
52012232,5.8,7.25,,,,,5.25,8.5,9,,4.4
52012233,7.6,5,6.5,4,5.5,,,,,,4.6
52012234,4,3.5,,,,,2.5,6.75,,,
52012235,5,6.5,5.5,6,5.75,,,,,,6.6
52012236,5,4.75,,,,,4.25,5,8.25,,3.8
52012237,6.4,5,5.75,6.25,5,,,,,,3.4
52012238,4,4.25,,,,,4.25,4.5,,,
52012239,6,8.25,,,,,6.5,6.75,8.5,,8.2
52012240,4.4,6,,,,,4,6.25,,,
52012241,7.8,6.75,7,7.25,5.25,,,,,,9
52012242,4.4,4.25,,,,,2.75,6,,,
52012243,5.4,6.5,5.75,5.5,3.25,,,,,,5
52012244,7.2,7.5,,,,,4.5,7.25,9.25,,7.6
52012245,4.8,6,,,,,4.75,6.5,9.5,,5.2
52012246,4.6,4.5,4.25,3.5,4.5,,,,,,3
52012247,6,3.5,,,,,7,7,,,
52012248,4.6,3.25,,,,,3,5.75,,,
52012249,7.4,6,5.25,6.25,6,,,,,,3.2
52012250,7.6,6.25,7,6.75,7.25,,,,,,5.8
52012251,5,7,,,,,4.75,7.5,8.75,,6.2
52012252,5.6,6,5.5,3.75,4.25,,,,,,4
52012253,5.8,6.5,5,5.5,4.5,,,,,,3.2
52012254,3.2,4.25,,,,,2,5,,,
52012255,3.6,5.5,,,,,4,5.75,7,,4
52012256,7,6.75,5,6,4,,,,,,5
52012257,7.2,5.5,5.25,5.5,6,,,,,,6.6
52012258,7.2,6.5,5.5,5.75,5,,,,,,3.4
52012259,8,7,7.25,7,5.5,,,,,,5.4
52012260,7,6.25,5.25,6.25,5.75,,,,,,4.8
52012261,4.2,2.75,,,,,3,6.25,,,
52012262,5,6.25,4,4,4.75,,,,,,4.2
52012263,4.6,7,4.75,6,5,,,,,,6
52012264,6.6,3.75,,,,,4,5.75,8.5,,4.4
52012265,4.8,6.25,4.25,5.5,4.25,,,,,,7.6
52012266,5.6,4.75,,,,,6.75,7.25,9,,4.2
52012267,3,4.25,,,,,1.5,5,,,
52012268,4.4,3.5,,,,,4.75,7.25,,,
52012269,7.4,5.5,6,7.25,6,,,,,,8.2
52012270,7,5.75,,,,,5.25,7.25,8.25,,7
52012271,7,5.5,5.25,6.25,6.25,,,,,,6.4
52012272,7.2,4.75,,,,,5,7.75,9.5,,7.4
52012273,6.2,5,4.25,6.5,5.5,,,,,,4.8
52012274,6.8,6.5,5,6.25,4.75,,,,,,6.6
52012275,4,6.5,,,,,3,5.5,8.5,,2.4
52012276,6.8,4.75,6,7.5,5.5,,,,,,7.6
52012277,2.6,4.25,,,,,2.75,5.25,,,
52012278,6.8,6.75,5,6.25,4.75,,,,,,2.2
52012279,7.4,6.75,7,8.25,7,,,,,,8
52012280,6,5.75,,,,,3.25,5.5,7.75,,3.6
52012281,6.8,6.75,,,,,3.75,6.25,8.25,,5.4
52012282,5.2,6,,,,,4.25,6,9,,2.6
52012283,7.6,7.75,,,,,5.25,8,9.5,,9
52012284,5.8,3.25,3.25,3.75,3.5,,,,,,3
52012285,7.8,4.5,4.5,5.75,4.5,,,,,,3.8
52012286,6,7.25,,,,,5.5,7.5,9.25,,4
52012287,5.4,3,,,,,2.75,5.5,6.5,,3.4
52012288,6,6.75,,,,,6.5,8.25,8.5,,7
52012289,7.2,8,,,,,6.5,5.75,9.5,,6.4
52012290,6.6,4.5,5,5.75,4.25,,,,,,4
52012291,7.6,6.5,6,6.5,6.25,,,,,,7.8
52012292,7,6.25,,,,,6,8.25,9,,4.4
52012293,7,4.75,6.5,7.75,5.75,,,,,,6.4
52012294,6.6,6.25,,,,,3.5,7,8.75,,6.6
52012295,6.6,7,4.5,7.5,6,,,,,,7.2
52012296,7,6,6.5,6,4.25,,,,,,7.6
52012297,3.4,6.5,,,,,3.25,6,8.25,,3.4
52012298,4.4,3,4.75,3.25,4.75,,,,,,3.4
52012299,5.2,3.5,4.5,3.75,5.5,,,,,,6.8
52012300,4.8,3.75,,,,,5,7.25,,,
52012301,7,6.5,,,,,5.75,7.5,10,,4.4
52012302,5.6,6.25,6,4.75,5.5,,,,,,2.2
52012303,6,4.25,4.75,4.5,4.5,,,,,,3.8
52012304,4.6,3.75,,,,,4.75,6.5,,,
52012305,7.4,8,6.25,7.5,7,,,,,,7.4
52012307,5.6,3.25,,,,,4,5.5,,,
52012308,6,2.75,,,,,4,7.25,,,
52012309,6.8,6,,,,,5.25,6.5,8.25,,5.4
52012310,6.8,6.5,,,,,4.5,6.75,9.25,,9
52012311,7.4,6,5,5.25,3.75,,,,,,5
52012312,6.6,4.25,,,,,3.25,6.75,7.75,,2.6
52012313,7.6,6.5,7.5,7.5,6.75,,,,,,4
52012314,7.6,7.25,7,8,6,,,,,,5.4
52012315,7.2,7,4.25,6,4.75,,,,,,7.8
52012316,6.6,4.25,,,,,3.5,7,7.5,,3.8
52012317,6.4,5.75,,,,,7,8.25,9.5,,4.4
52012318,5.4,5.5,,,,,6,6.25,7.5,,2.8
52012319,7.6,7.75,6.75,8,6.75,,,,,,7.4
52012320,5.6,7,,,,,4.5,6.5,9.25,,5.4
52012321,8.6,6.5,7.75,7.5,5.75,,,,,,3.6
52012322,7.4,7,7.25,6,3.25,,,,,,6.6
52012323,6.6,6.25,5.5,4,4,,,,,,3
52012324,6.8,4,,,,,4.5,6,,,
52012325,6.4,3.75,4.75,4.5,4.5,,,,,,5.8
52012326,5.2,4,,,,,4.5,6.75,,,
52012327,8,6.25,6.25,8.25,6.75,,,,,,3.8
52012328,7,6.25,,,,,5.25,7,9.75,,6
52012330,4,2.5,,,,,4.25,6,,,
52012331,5.4,4,,,,,4,7.75,,,
52012332,7.4,6.5,5.25,6.25,6.75,,,,,,4.6
52012333,3.6,1.75,,,,,4.25,5.25,,,
52012334,3.6,1.25,,,,,2.5,3.5,,,
52012335,5.8,5.75,5.75,4.25,4.25,,,,,,9.4
52012336,7.6,5.25,6.5,7.75,5.25,,,,,,5.4
52012337,4.8,3.25,,,,,2.75,6,,,
52012338,6.2,6,6.25,6,6.25,,,,,,6
52012339,7,3.75,4.5,6.25,5,,,,,,6.2
52012340,3.6,3,,,,,2.75,6.75,,,
52012341,6,6.25,5,5.25,5.75,,,,,,4.6
52012342,5.6,4.25,,,,,3.75,6.25,9.25,,4
52012343,3.2,3,,,,,3.5,5.5,,,
52012344,7.2,3.75,5.75,6.5,6,,,,,,5.6
52012345,7.8,5,5,6.25,5.5,,,,,,3.2
52012346,7.8,7.25,,,,,7.25,8,9.25,,6.6
52012347,7.8,5.5,,,,,4.25,7,8.75,,5.8
52012348,6.2,5.75,5.25,5,6,,,,,,5.4
52012349,4.8,6,,,,,3,7,8.25,,5
52012350,5.6,6.5,,,,,3.25,5.75,9,,4
52012351,6.6,7.25,4.5,5.5,4.75,,,,,,7.6
52012352,5.2,5.25,,,,,3.5,6,,,
52012353,5,4,,,,,3,6.5,,,
52012354,4.8,5.25,5.5,4.75,4,,,,,,2.2
52012355,6.8,4,5.5,3.5,6.75,,,,,,4.8
52012356,7.4,6.75,6.5,8.25,6,,,,,,8.4
52012357,5.2,4.25,,,,,3.25,5.75,7.25,,2.4
52012358,6.8,6.5,,,,,6,8.5,9.25,,6.4
52012359,7,7,5.5,5.25,5,,,,,,3
52012360,5.2,5.5,,,,,3.75,4.75,8,,4.2
52012361,6.4,6.75,,,,,3.25,5.75,9.5,,6.2
52012362,8.6,7,5,7.5,5,,,,,,5
52012363,4,4.5,,,,,3,4.75,,,
52012364,6.8,7.75,5.5,5.5,4.5,,,,,,6.6
52012365,2.6,1.5,,,,,3,4,,,
52012366,6.6,5.25,5.25,4.5,3.25,,,,,,4.8
52012367,4.8,3,,,,,3.25,5.75,,,
52012368,6,4.75,4.25,6,4.25,,,,,,3.4
52012369,4.8,5,,,,,2,4.75,6.25,,3.4
52012370,6,3,,,,,3.5,6,,,
52012371,4.8,5.5,5.5,4.25,4.25,,,,,,3
52012372,6,6,5,4,3.25,,,,,,9.2
52012373,3,3,,,,,3.5,5.25,,,
52012374,5.2,7.25,,,,,5.75,6.75,9.5,,5
52012375,6,3.25,4.5,5,5.25,,,,,,3.8
52012376,7.2,6.25,5,6.75,6.75,,,,,,7.4
52012377,4.2,4.5,,,,,3.5,6,,,
52012378,5.4,6.75,5.5,6,4,,,,,,4.6
52012379,6,5.75,4.75,5.75,5.25,,,,,,6
52012380,5,3.5,,,,,4.25,6.25,,,
52012381,5.4,4,,,,,5.75,6,9,,5
52012382,4.8,2.25,,,,,3,5.75,,,
52012383,7.6,5.5,5.75,6.25,3.25,,,,,,3.8
52012384,5,6,,,,,4.75,7.25,9.25,,4.4
52012385,5,7.25,,,,,3.5,7,7.25,,4.6
52012386,7.8,3,5.25,4,5.25,,,,,,3
52012387,4.6,4,,,,,3.25,6.5,,,
52012388,8,6,6,6.75,5.25,,,,,,4.6
52012389,5.4,7,4,5.25,5.75,,,,,,5.2
52012390,7,5.5,,,,,4.5,6.75,9,,3.2
52012391,7.4,6.25,4.5,5.75,5.75,,,,,,5.2
52012392,3.6,5.5,,,,,4.5,5.75,,,
52012393,5.8,7,,,,,7.75,8.25,9.75,,7
52012394,3.6,5.5,,,,,3.5,7.5,7.25,,1.6
52012395,6.8,7.25,6,6.5,5,,,,,,5.6
52012396,4.2,4.25,4.75,5.75,3.5,,,,,,3.4
52012397,5.4,7.25,,,,,3.25,6.5,8.75,,4.4
52012398,4.4,4.75,,,,,5.5,6.5,,,
52012399,8,3.25,6,6.25,5,,,,,,4.2
52012400,6.4,6.25,,,,,5.25,5.75,8.5,,7
52012401,7,3.25,,,,,3,6.75,9,,4.6
52012402,7.6,6,6.75,7,5.5,,,,,,5.6
52012403,7.2,5,,,,,2,5.5,9.25,,4.4
52012404,7.2,7.25,,,,,4.5,8.25,8.75,,4
52012405,5.8,6.75,3.75,5.25,3.75,,,,,,4.6
52012406,7.6,5.5,8,6.75,6,,,,,,8.2
52012407,3.2,3,,,,,2.5,5.75,,,
52012408,4.4,4,,,,,2.5,7,,,
52012409,7,5.5,,,,,4.25,8.25,10,,8.2
52012410,7.2,5.25,4.5,6,4,,,,,,3.4
52012411,4.2,3,,,,,3.75,5.5,,,
52012412,5.8,5.25,4.25,5,3.5,,,,,,5.4
52012413,2.6,2.75,,,,,2,5.75,,,
52012414,6.8,6.75,,,,,6.25,6.75,9,,5.8
52012415,5.4,4.5,,,,,4.75,7,,,
52012416,4.6,3.5,,,,,1,5.25,5.75,,3.8
52012417,8.2,6.5,6.25,6.5,4.5,,,,,,7
52012418,5.2,6.5,3.75,5,5.5,,,,,,3.4
52012419,7.2,3,6.25,6,6.25,,,,,,4
52012420,7,3.5,5,6.5,6.5,,,,,,4
52012421,5.4,7.5,,,,,5.25,7.25,9,,4.6
52012422,4.2,3.75,,,,,3.5,4.5,,,
52012423,3.8,4.5,,,,,1.75,6.5,,,
52012424,6.8,6,,,,,4.75,7.75,9,,4.6
52012425,6.6,6,,,,,4.25,6.25,8.75,,4.4
52012426,8.2,5.25,5,4.75,5,,,,,,6.4
52012427,5.8,3.5,,,,,3.25,6.5,,,
52012428,7.4,6.25,6.25,7,5.25,,,,,,6.8
52012429,3.8,3.5,,,,,4.75,5.5,8.25,,3.2
52012430,6.8,6,,,,,5.25,7.25,8.5,,3.6
52012431,7,5.5,4.5,6.5,4.75,,,,,,2.8
52012432,7.2,5,4.75,4.25,5.75,,,,,,7.4
52012433,6.4,6.75,4.5,4.5,5.5,,,,,,4.8
52012434,6.8,5.75,,,,,4.25,7.25,8.5,,6
52012435,5,3.75,,,,,3,6.25,,,
52012436,8.4,4.75,7.25,8.5,5.25,,,,,,3.4
52012437,5.8,7.5,,,,,6,7.75,10,,5.2
52012438,6.2,6.25,5.25,6.5,5.75,,,,,,7
52012439,7.2,6.75,6.25,6.5,6.25,,,,,,7
52012440,4.6,7,,,,,4.25,6.75,9,,6.6
52012441,5.8,6.25,,,,,5.5,6.75,9.5,,6.2
52012442,6.4,6,2.5,4.5,3.25,,,,,,2.6
52012443,4.6,6.5,4.75,4.5,4.75,,,,,,3.8
52012444,7.2,6.5,,,,,4.25,6.25,8.75,,3.8
52012445,6.4,6,7,5.5,5.75,,,,,,4
52012446,6.2,6,4.25,6.5,6.5,,,,,,2.6
52012447,3.8,3.75,,,,,2.75,5.75,,,
52012448,7.2,6.5,6,4.75,6,,,,,,5.6
52012449,7.6,6.75,6,5.75,4.5,,,,,,7
52012450,7.2,3.25,,,,,3,5,,,
52012451,6.6,6,4.25,5.5,6.25,,,,,,9.4
52012452,7.8,6,6.25,5.75,5.25,,,,,,3.8
52012453,5.8,7,5.25,3.75,5.75,,,,,,2.8
52012454,7.2,6.5,5,4.75,5,,,,,,7.8
52012455,5,6.75,,,,,5.25,8,9,,3.6
52012456,5.4,7,6,5.75,4.25,,,,,,4.6
52012457,5,5.25,,,,,5,6.5,,,
52012458,6.6,8,4.5,6,4.75,,,,,,2.6
52012459,7.8,6,6.5,8,7.25,,,,,,8
52012460,8.2,7,7,5.5,5.5,,,,,,8.4
52012461,8.8,4,7.5,8,7.25,,,,,,7.4
52012462,6.8,7.25,6,7.75,5,,,,,,7.4
52012463,7.8,7,6.75,6.5,6.5,,,,,,7.2
52012464,5.4,7,,,,,6,6.25,8,,7.6
52012465,6.6,4.25,5.5,7,3.75,,,,,,3.8
52012466,7.2,3.75,4.5,5,5.5,,,,,,4.2
52012467,7.6,7.25,,,,,5.75,7.5,9.75,,6.4
52012468,8.2,7,7.5,8.5,6.25,,,,,,7
52012469,7.2,6.25,7.5,7,5.75,,,,,,7.2
52012470,8.4,7,8.5,8.5,7.5,,,,,,7
52012471,5,5.5,,,,,2,5.75,6.5,,3.4
52012472,7.8,5.08,6.5,6.25,6.75,,,,,,5.4
52012473,6,5.5,,,,,2.5,7.75,6,,3.6
52012474,2.6,3,,,,,2.5,5.5,,,
52012475,6.8,7,5,7,4.75,,,,,,6.4
52012476,8,6,6.5,6.75,4,,,,,,4.8
52012477,3.6,5.5,3.75,3.25,4.75,,,,,,4
52012478,7.2,7.25,6.5,5.75,4.5,,,,,,7.2
52012479,6,7.25,6,5,4.25,,,,,,6.6
52012480,6,6.25,5.25,5,5,,,,,,3.2
52012481,9.2,6.75,8,7.75,6,,,,,,9.4
52012482,7.2,6.75,4.75,3.75,4,,,,,,2.8
52012483,7,6.75,6,3.25,3.5,,,,,,6.2
52012484,8.2,6.25,7.25,7,7.75,,,,,,4.8
52012485,7.4,5,4.5,4.75,4.25,,,,,,3.4
52012486,8.4,5.5,6.75,8.25,3.75,,,,,,2.8
52012487,5.4,4.5,4.25,4.75,4.25,,,,,,4.2
52012488,8.2,7.25,,,,,8.75,8.75,,,
52012489,8.2,6.5,6.25,7.5,5.75,,,,,,7.2
52012490,7,,3.75,4,,,,,,,
52012491,8.6,5.5,7.25,8.25,5.5,,,,,,4.2
52012492,7,6.5,6.25,7.75,4,,,,,,7.6
52012493,7.2,6.75,6.75,6.25,7.75,,,,,,7.4
52012494,3.8,4.25,,,,,3.25,,,,
52012495,4.8,6,,,,,,,,,6.4
52012496,8.4,6,8.25,8,4.75,,,,,,5.2
52012497,7.8,6.5,5,6.75,3.75,,,,,,7.2
52012498,3.4,7.25,,,,,7.75,6.75,,,
52012499,8,7,7.75,8,5.5,,,,,,6.6
52012500,8.6,7.6,6.5,6,6.75,,,,,,9
52012501,5.6,5.5,,,,,5.75,6,9,,7.4
52012502,3.6,5,,,,,,,,,8
52012503,8.2,5.25,7.25,5.5,6.25,,,,,,5.6
52012504,7.8,6,6.25,6.75,5.5,,,,,,3.4
52012505,8.4,7.25,7.5,7.75,6.5,,,,,,3.8
52012506,6.6,7,,,,,,,,,8.8
52012507,7.2,5.75,7.75,6.5,4.5,,,,,,4.6
52012508,7,3.75,6.75,5,5.25,,,,,,8.2
52012509,6.2,6,,,,,9.25,9.5,,,
52012510,5.2,6.5,,,,,5.25,6.25,6.75,,3.4
52012511,7.8,7,4,6,4.75,,,,,,2
52012512,7.6,8.25,6.25,6.5,5.5,,,,,,8.4
52012513,6.4,6.25,5.5,6.25,6.25,,,,,,6.4
52012514,7.6,6.25,6.5,7.75,4.75,,,,,,4
52012515,6.2,4,,,,,4.75,8,8.5,,2.4
52012516,4,6.25,,,,,2,,,,
52012517,5,6,,,,,2,6.25,5.5,,2.2
52012518,8,6.75,6.75,7.75,5.75,,,,,,8
52012519,2.8,4.5,3.75,2.75,3.5,,,,,,3.6
52012520,7,4.5,5.5,6,6,,,,,,6
52012521,7,8,6,5.5,5.75,,,,,,8.8
52012522,7.6,6.75,6.75,8.75,5.25,,,,,,4.6
52012523,5.8,,5.5,4.75,,,,,,,
52012524,5.4,6,,,,,4.5,6.5,6.25,,5
52012525,6.2,7,5.75,5,5.25,,,,,,4.4
52012526,7,6.25,,,,,6.75,6.75,9.75,,6.4
52012527,8.2,6.5,6,8,7,,,,,,4
52012528,6.4,6.25,,,,,2.25,6.25,6.5,,3.2
52012529,7.4,8,6.75,4.25,5.75,,,,,,5.2
52012530,6.8,5.5,,,,,3.5,7,5.75,,3
52012531,6,5,5.75,5.5,4,,,,,,3
52012532,2.2,3,,,,,3.5,,,,
52012533,5.2,5,,,,,3.5,7,5.75,,3.2
52012534,8,5,6.75,7.5,7,,,,,,5.2
52012535,2.2,,3.75,2.75,,,,,,,
52012536,6.8,5.5,,,,,5.75,5,8.25,,6.2
52012537,6,7.25,6.25,4.75,4.5,,,,,,7.8
52012538,7.6,6.25,6.25,7.75,5.75,,,,,,7.6
52012539,4.4,6.25,2.75,2.5,4.5,,,,,,3.8
52012540,8.4,5.25,5.5,6,4.75,,,,,,2.6
52012541,7.6,6.5,7.25,8,7.25,,,,,,
52012542,8.2,6.5,6.5,7.25,7,,,,,,9.8
52012543,4.8,5.25,,,,,4,7,6.75,,3.2
52012544,7,6.25,5.25,4.75,5.25,,,,,,5
52012545,8.2,,7.25,7,,,,,,,
52012546,7.2,6.75,,,,,5.25,8,8.5,,6
52012547,6.2,7.75,,,,,4,6.75,7.25,,5
52012548,7.6,7,6,7.5,5.75,,,,,,7.4
52012549,6.6,6,,,,,5.25,7.25,8.25,,6
52012550,4.2,7,,,,,3,6.75,7.25,,4.8
52012551,8.8,6.75,8.25,7.75,6,,,,,,6
52012552,7.2,7,5.25,6.25,5.5,,,,,,5.6
52012553,,6.5,,,,,7,7.5,,,
52012554,8.4,6.25,8,7.5,6.5,,,,,,8.4
52012555,7.8,4.5,6.25,7.5,4.5,,,,,,4.2
52012556,8,3.5,7.25,7.25,5,,,,,,3.8
52012557,4.4,6.5,,,,,3.5,,,,
52012558,7.4,7,6,6.5,6,,,,,,6
52012559,7.6,5.75,4.25,5.75,4.5,,,,,,4.4
52012560,7,5.25,5.25,5,5.5,,,,,,5.2
52012561,4.6,4.5,,,,,4,7.25,7,,3.4
52012562,7.8,7.5,7.5,7,5.75,,,,,,8.2
52012563,6.8,5.5,,,,,2.5,6,8,,4.2
52012564,8.2,8,4.75,4.75,6.25,,,,,,8.4
52012565,,5,,,,,2,6,,,
52012566,5.8,4,,,,,5,7.25,6.25,,6.2
52012567,7,5.75,,,,,5.75,6,8.75,,5.2
52012568,5.8,6,,,,,3.75,6.5,7.75,,4.2
52012569,9,6,8,8.25,5.75,,,,,,5.2
52012570,8.8,6.25,8,7.25,5.25,,,,,,6.8
52012571,3,4.25,2.75,1.75,3.25,,,,,,3.2
52012572,7.6,7,7,7.5,6.75,,,,,,8.4
52012573,7.8,7.25,7.5,6.75,4.5,,,,,,8.4
52012574,6.2,4.5,5.5,7.5,4.75,,,,,,5.4
52012575,5.8,5.75,5.75,7.25,5.75,,,,,,4.4
52012576,4.6,4.75,2.75,2.5,3,,,,,,3
52012577,5.6,6.5,5.25,4.25,4,,,,,,7
52012578,6.4,5.75,3,4.5,3.5,,,,,,3.6
52012579,4.8,7,,,,,3.25,,,,
52012580,3.8,4,,,,,3.5,6.5,5.5,,2.4
52012581,5.6,6.25,,,,,5,7.5,8,,7
52012582,5.6,5,,,,,2.25,6.75,5.25,,4.2
52012583,8.2,,7.5,8.25,,,,,,,
52012584,5,6.25,,,,,6,8.5,8.5,,4.4
52012585,6.8,6.25,6.5,5,5.75,,,,,,5.2
52012586,7.4,6.66,6,7,6,,,,,,6.4
52012587,8.6,5.25,6.5,7,5,,,,,,4.8
52012588,8,6,7.25,8.25,6.25,,,,,,5.4
52012589,6.2,5,4.5,7.5,5,,,,,,4.4
52012590,7.8,6.75,6,3,5.25,,,,,,6.4
52012591,6.4,7.25,5.25,4.75,4.75,,,,,,6.6
52012592,6.6,5.75,4.25,3.5,3.5,,,,,,2.2
52012593,6.4,6.25,,,,,4.25,5.5,9.5,,4
52012594,6.4,5.75,,,,,7.25,6.5,,,
52012595,8,7,,,,,7,6,,,
52012596,6,5.5,3.25,4.25,3,,,,,,4.2
52012597,6.8,5.25,6,7.25,4.25,,,,,,6.2
52012598,7,6,6.75,8.5,6,,,,,,8
52012599,7.8,6.25,5.75,6.25,4.5,,,,,,4.2
52012600,8.8,6.5,8.25,8.75,6.25,,,,,,7.6
52012601,7.8,5.25,5.75,4.5,6,,,,,,5.2
52012602,7.4,6,5.75,7.75,5,,,,,,5.4
52012603,7.4,6.5,6,6.75,5,,,,,,5.2
52012604,7,7.25,7.25,7,6,,,,,,6.4
52012605,6.6,6.5,6.5,6.25,5.75,,,,,,8.4
52012606,8,5.75,,,,,4.75,6.25,6,,6.6
52012607,6.6,6.25,5.5,3.5,4.75,,,,,,7.2
52012608,8.4,5,7.75,7.75,7,,,,,,7.2
52012609,6.6,6.75,5.5,4.5,4.75,,,,,,3
52012610,7,7.5,,,,,7.5,7.25,9.25,,5.2
52012611,6.2,6.75,5.5,5,5.25,,,,,,4.6
52012612,6.8,6.5,7,5.75,4.5,,,,,,8.8
52012613,8.4,7.25,8.25,9,7,,,,,,8
52012614,5,7,4.75,4,3,,,,,,6.6
52012615,5,4.5,,,,,2.25,4.75,5.5,,2.4
52012616,2.4,,2.75,3,,,,,,,
52012617,8.2,5.75,8.5,9,6.5,,,,,,7.6
52012618,7.4,6.5,,,,,3,5.25,8.25,,5.8
52012619,8.2,6.75,7.75,6.5,6,,,,,,7.2
52012620,8.4,8,8,8,7.75,,,,,,8.2
52012621,7.4,7.25,6.25,7.75,7.75,,,,,,7.4
52012622,8.6,6.5,8.75,8.25,4.5,,,,,,7.6
52012623,6.2,5.25,,,,,5.75,6.25,8,,4.6
52012624,8.4,6.5,,,,,6.5,,,,
